﻿Nom Gare;Code Gare;Type jour;Date;Annee;Ligne;Axe;Tranche horaire;Somme de Montants
SAINT-GRATIEN;87276170;JOB;2025-06-02;2025;C;C;Avant 6h;83
PERSAN-BEAUMONT;87276469;DIM;2024-01-21;2024;H;H;Après 20h;221
ORRY-LA-VILLE-COYE;87276279;SAM;2024-02-03;2024;D;D;De 10h à 16h;132
PERSAN-BEAUMONT;87276469;DIM;2024-01-21;2024;H;H;Avant 6h;108
SAINT-OUEN-L'AUMONE;87276105;JOB;2024-01-16;2024;H;H;De 6h à 10h;964
PETIT-JOUY-LES-LOGES;87393504;DIM;2025-09-02;2025;C;V;De 16h à 20h;36
PARIS-GARE-DU-NORD;87271031;JOB;2024-05-03;2024;D;D;De 16h à 20h;34742
PETIT-JOUY-LES-LOGES;87393504;JOB;2025-06-02;2025;C;V;Avant 6h;0
SAINT-QUENTIN-EN-YVELINES-MONTIGNY-LE-BRETONNEUX;87393843;DIM;2025-09-02;2025;C;C;Après 20h;39
PETIT-JOUY-LES-LOGES;87393504;JOB;2025-06-02;2025;C;V;De 6h à 10h;129
PARIS-SAINT-LAZARE;87384008;JOB;2024-01-16;2024;L;L3;De 16h à 20h;11148
PETIT-VAUX;87393652;DIM;2024-01-12;2024;T12;T12;Après 20h;6
SAINT-QUENTIN-EN-YVELINES-MONTIGNY-LE-BRETONNEUX;87393843;JOB;2024-11-06;2024;U;U;De 16h à 20h;3066
PIERREFITTE-STAINS;87271163;JOB;2024-05-03;2024;D;D;De 10h à 16h;3821
SAINTE-COLOMBE-SEPTVEILLES;87116178;SAM;2023-11-18;2023;P;P;De 6h à 10h;23
PIERRELAYE;87276097;JOB;2024-01-16;2024;H;H;De 16h à 20h;334
PONT-DE-L'ALMA;87393041;JOB;2025-11-02;2025;C;C;De 10h à 16h;1891
PLAISIR-GRIGNON;87393421;SAM;2024-01-20;2024;N;N;De 16h à 20h;965
SARTROUVILLE;87386417;JOB;2024-01-16;2024;L;L3;De 6h à 10h;1626
PLAISIR-LES-CLAYES;87393629;JOB;2024-01-16;2024;N;N;De 6h à 10h;407
PONT-DU-GARIGLIANO-HOPITAL-EUROPEEN-G.-POMPIDOU;87393322;SAM;2025-08-02;2025;C;C;De 10h à 16h;1049
PONT-CARDINET;87381111;SAM;2024-01-20;2024;L;L3;De 6h à 10h;331
SAVIGNY-SUR-ORGE;87545236;DIM;2025-09-02;2025;C;C;Avant 6h;71
PONTHIERRY-PRINGY;87682526;DIM;2024-03-03;2024;D;D;De 10h à 16h;184
PONTOISE;87276139;JOB;2024-01-16;2024;J;J6;Avant 6h;88
PONTOISE;87276139;SAM;2024-01-20;2024;H;H;Avant 6h;72
SEVRAN-BEAUDOTTES;87271445;JOB;2023-10-10;2023;B;B;Avant 6h;835
PONTOISE;87276139;SAM;2024-01-20;2024;H;H;De 6h à 10h;686
PROVINS;87116160;JOB;2023-11-14;2023;P;P;Après 20h;15
PORTE-DE-CLICHY;87111278;DIM;2025-09-02;2025;C;C;De 10h à 16h;931
SEVRES-VILLE-D'AVRAY;87382341;DIM;2024-04-28;2024;U;U;Après 20h;37
LAGNY-THORIGNY;87116319;JOB;2023-11-14;2023;P;P;De 16h à 20h;1214
SOUPPES-CHATEAU-LANDON;87684217;JOB;2024-01-16;2024;R;R;De 16h à 20h;180
PUTEAUX;87382382;JOB;2024-01-16;2024;L;L2;Avant 6h;53
ROSNY-SOUS-BOIS;87113704;SAM;2022-03-19;2022;E;E;Après 20h;448
LE-COUDRAY-MONTCEAUX;87681635;DIM;2024-03-03;2024;D;D;De 16h à 20h;14
SAINT-CHERON;87545509;JOB;2025-04-02;2025;C;C;Avant 6h;14
PUTEAUX;87382382;SAM;2024-04-27;2024;U;U;Après 20h;61
TACOIGNIERES-RICHEBOURG;87393454;JOB;2024-01-16;2024;N;N;Après 20h;8
LE-PERRAY;87393298;DIM;2024-01-21;2024;N;N;Avant 6h;5
SAINT-CYR;87393223;JOB;2024-01-16;2024;N;N;De 10h à 16h;1334
REPUBLIQUE-MARX-DORMOY;87704254;JOB;2021-09-21;2021;T4;T4;De 6h à 10h;247
TAVERNY;87276634;JOB;2024-01-16;2024;H;H;Avant 6h;60
LE-VERT-DE-MAISONS;87681247;JOB;2024-05-03;2024;D;D;Après 20h;229
SAINT-CYR;87393223;SAM;2023-10-14;2023;T13;T13;De 10h à 16h;437
LEON-BLUM;87704262;SAM;2021-09-18;2021;T4;T4;De 6h à 10h;137
THUN-LE-PARADIS;87381822;JOB;2024-01-16;2024;J;J6;Après 20h;25
ROSNY-BOIS-PERRIER;87113696;DIM;2022-03-20;2022;E;E;De 6h à 10h;505
SAINT-FARGEAU;87682542;DIM;2024-03-03;2024;D;D;De 6h à 10h;4
ROSNY-SOUS-BOIS;87113704;JOB;2022-03-22;2022;E;E;Avant 6h;393
TRIEL-SUR-SEINE;87381806;DIM;2024-01-21;2024;J;J6;De 16h à 20h;199
LES-CLAIRIERES-DE-VERNEUIL;87386664;SAM;2021-04-12;2021;J;J5;Après 20h;6
SAINT-MARTIN-D'ETAMPES;87545350;SAM;2025-08-02;2025;C;C;Après 20h;16
LES-ESSARTS-LE-ROI;87393280;JOB;2024-01-16;2024;N;N;De 16h à 20h;253
TRILPORT;87116491;SAM;2023-09-16;2023;P;P;Avant 6h;31
SAINT-CLOUD;87382358;JOB;2024-04-23;2024;U;U;De 10h à 16h;292
SAINT-MICHEL-SUR-ORGE;87545202;SAM;2025-08-02;2025;C;C;Après 20h;275
LES-ESSARTS-LE-ROI;87393280;SAM;2024-01-20;2024;N;N;Avant 6h;5
SAINT-NOM-LA-BRETECHE-FORET-DE-MARLY;87382481;DIM;2023-10-15;2023;T13;T13;De 16h à 20h;90
SAINT-CYR;87393223;JOB;2024-04-25;2024;U;U;Après 20h;78
SAINT-NOM-LA-BRETECHE-FORET-DE-MARLY;87382481;DIM;2024-01-21;2024;L;L2;De 16h à 20h;353
LES-VALLEES;87386300;JOB;2024-01-16;2024;L;L3;De 16h à 20h;1881
SAINT-OUEN;87271247;JOB;2025-11-02;2025;C;C;De 10h à 16h;1660
SAINT-CYR;87393223;SAM;2023-10-14;2023;T13;T13;Avant 6h;0
SAINT-OUEN-L'AUMONE-QUARTIER-DE-L'EGLISE;87381426;DIM;2024-01-21;2024;J;J6;De 10h à 16h;237
SAINT-CYR;87393223;SAM;2023-10-14;2023;T13;T13;De 16h à 20h;267
SAINTE-COLOMBE-SEPTVEILLES;87116178;JOB;2023-11-14;2023;P;P;De 16h à 20h;26
LIANCOURT-SAINT-PIERRE;87381210;SAM;2024-01-20;2024;J;J6;De 16h à 20h;5
US;87381178;SAM;2024-01-20;2024;J;J6;De 16h à 20h;20
LIEUSAINT-MOISSY;87682153;JOB;2024-05-03;2024;D;D;De 16h à 20h;3126
SAINTE-GENEVIEVE-DES-BOIS;87545210;SAM;2025-08-02;2025;C;C;Avant 6h;49
LIEUSAINT-MOISSY;87682153;SAM;2024-02-03;2024;D;D;Après 20h;847
VAL-DE-FONTENAY;87113712;DIM;2022-03-20;2022;E;E;De 6h à 10h;873
LIMAY;87381582;JOB;2024-01-16;2024;J;J6;De 10h à 16h;524
VAL-DE-FONTENAY;87113712;SAM;2022-03-19;2022;E;E;De 6h à 10h;1620
LIVRY-SUR-SEINE;87682401;DIM;2024-01-21;2024;R;R;De 16h à 20h;33
SEVRES-VILLE-D'AVRAY;87382341;JOB;2024-01-16;2024;L;L2;De 10h à 16h;1013
LIZY-SUR-OURCQ;87116632;JOB;2023-09-19;2023;P;P;De 10h à 16h;105
VAUCELLES;87276626;SAM;2024-01-20;2024;H;H;Après 20h;78
SAINT-CYR;87393223;SAM;2025-08-02;2025;C;C;De 10h à 16h;270
VAUCRESSON;87382267;JOB;2024-01-16;2024;L;L2;Après 20h;123
LOUVRES;87276253;JOB;2024-05-03;2024;D;D;De 10h à 16h;827
TACOIGNIERES-RICHEBOURG;87393454;DIM;2024-01-21;2024;N;N;De 6h à 10h;15
SAINT-DENIS;87271015;SAM;2024-02-03;2024;D;D;Après 20h;4737
VERNOUILLET-VERNEUIL;87386656;DIM;2021-05-12;2021;J;J5;Après 20h;62
SAINT-GERMAIN-EN-LAYE;87733063;DIM;2023-10-15;2023;T13;T13;De 16h à 20h;558
VERSAILLES-CHANTIERS;87393009;DIM;2024-01-21;2024;N;N;De 10h à 16h;2360
MAISSE;87681486;DIM;2024-03-03;2024;D;D;Après 20h;2
VERSAILLES-CHANTIERS;87393009;DIM;2025-09-02;2025;C;C;Après 20h;96
MANTES-LA-JOLIE;87381509;DIM;2021-05-12;2021;J;J5;De 16h à 20h;508
VAL-D'ARGENTEUIL;87381798;JOB;2024-01-16;2024;J;J6;Avant 6h;405
SAINT-NOM-LA-BRETECHE-FORET-DE-MARLY;87382481;DIM;2024-01-21;2024;L;L2;Après 20h;79
VALMONDOIS;87276535;DIM;2024-01-21;2024;H;H;De 16h à 20h;255
SAINT-OUEN-L'AUMONE;87276105;JOB;2025-11-02;2025;C;C;De 6h à 10h;571
VERSAILLES-CHANTIERS;87393009;SAM;2024-01-20;2024;N;N;De 6h à 10h;1073
MARCHEZAIS-BROUE;87393470;SAM;2024-01-20;2024;N;N;De 6h à 10h;19
VANVES-MALAKOFF;87391532;JOB;2024-01-16;2024;N;N;De 6h à 10h;868
SAINT-OUEN-L'AUMONE;87276105;SAM;2025-08-02;2025;C;C;De 10h à 16h;398
VERT-GALANT;87271437;SAM;2019-03-16;2019;B;B;Après 20h;729
MAROLLES-EN-HUREPOIX;87545186;SAM;2025-08-02;2025;C;C;De 10h à 16h;297
VIARMES;87276568;DIM;2024-01-21;2024;H;H;Après 20h;15
SAINT-QUENTIN-EN-YVELINES-MONTIGNY-LE-BRETONNEUX;87393843;JOB;2025-11-02;2025;C;C;De 10h à 16h;1216
VAUCELLES;87276626;SAM;2024-01-20;2024;H;H;Avant 6h;7
MASSY-VERRIERES;87383281;DIM;2025-09-02;2025;C;C;De 16h à 20h;55
VIARMES;87276568;JOB;2024-01-16;2024;H;H;De 10h à 16h;65
SAINTE-COLOMBE-SEPTVEILLES;87116178;DIM;2023-11-19;2023;P;P;De 6h à 10h;12
VAUX-SUR-SEINE;87381814;DIM;2024-01-21;2024;J;J6;Après 20h;15
SAINTE-GENEVIEVE-DES-BOIS;87545210;SAM;2025-08-02;2025;C;C;De 10h à 16h;1665
VILLAINES;87272021;JOB;2024-01-16;2024;H;H;Avant 6h;2
MAURICE-AUDIN;87704270;SAM;2021-11-09;2021;T4;T4;Après 20h;95
VAUX-SUR-SEINE;87381814;JOB;2024-01-16;2024;J;J6;De 10h à 16h;154
SARTROUVILLE;87386417;JOB;2024-01-16;2024;L;L3;De 16h à 20h;757
MONTARGIS;87684001;SAM;2024-01-20;2024;R;R;De 10h à 16h;525
SEVRAN-LIVRY;87271429;SAM;2019-03-16;2019;B;B;De 6h à 10h;1613
CORMEILLES-EN-PARISIS;87381863;JOB;2024-01-16;2024;J;J6;Après 20h;237
MONTREUIL;87382879;DIM;2024-01-21;2024;L;L2;De 16h à 20h;416
MORMANT;87116087;SAM;2023-11-18;2023;P;P;Après 20h;17
COURBEVOIE;87382200;SAM;2024-01-20;2024;L;L2;Après 20h;522
SURVILLIERS-FOSSES;87276261;JOB;2024-05-03;2024;D;D;Après 20h;99
THIEUX-NANTOUILLET;87272054;JOB;2024-01-16;2024;K;K;Avant 6h;3
TOURNAN;87116210;JOB;2022-03-22;2022;E;E;Avant 6h;276
DREUX;87393488;DIM;2024-01-21;2024;N;N;De 6h à 10h;156
TRAITE-DE-ROME;87746016;JOB;2024-11-26;2024;T12;T12;De 10h à 16h;60
EPINAY-VILLETANEUSE;87271122;DIM;2024-01-21;2024;H;H;De 6h à 10h;1450
TRAPPES;87393835;JOB;2024-04-23;2024;U;U;De 6h à 10h;1572
ERMONT-EAUBONNE;87276055;JOB;2024-01-16;2024;J;J4;De 6h à 10h;5088
NOISY-LE-GRAND-MONT-D'EST;87758334;SAM;2022-03-19;2022;E;E;Après 20h;74
NOISY-LE-SEC;87113217;JOB;2022-03-22;2022;E;E;Avant 6h;798
VALMONDOIS;87276535;DIM;2024-01-21;2024;H;H;De 10h à 16h;350
PANTIN;87113209;JOB;2022-03-22;2022;E;E;De 6h à 10h;3026
VAUBOYEN;87393538;DIM;2025-09-02;2025;C;V;De 16h à 20h;33
VAUBOYEN;87393538;SAM;2025-08-02;2025;C;V;Avant 6h;1
VAUCRESSON;87382267;SAM;2024-01-20;2024;L;L2;De 10h à 16h;631
FREPILLON;87276659;DIM;2024-01-21;2024;H;H;De 10h à 16h;102
VERNON-GIVERNY;87415604;JOB;2025-01-04;2025;J;J5;De 6h à 10h;252
GARGAN;87113860;SAM;2021-11-09;2021;T4;T4;De 16h à 20h;1256
PARIS-GARE-DU-NORD;87271031;DIM;2024-03-03;2024;D;D;De 16h à 20h;21876
VERSAILLES-RIVE-DROITE;87382861;DIM;2024-01-21;2024;L;L2;De 6h à 10h;396
GARGENVILLE;87381566;DIM;2024-01-21;2024;J;J6;Après 20h;19
VILLENEUVE-LE-ROI;87545277;JOB;2025-11-02;2025;C;C;De 6h à 10h;1704
PARIS-MONTPARNASSE;87391003;SAM;2024-01-20;2024;N;N;De 10h à 16h;7649
PARIS-SAINT-LAZARE;87384008;DIM;2024-01-21;2024;L;L2;De 16h à 20h;4650
VILLENNES-SUR-SEINE;87386649;DIM;2021-05-12;2021;J;J5;De 16h à 20h;233
PERSAN-BEAUMONT;87276469;SAM;2024-01-20;2024;H;H;De 16h à 20h;845
VILLEPARISIS-MITRY-LE-NEUF;87271510;DIM;2019-03-24;2019;B;B;Après 20h;298
VILLIERS-NEAUPHLE-PONTCHARTRAIN;87393884;SAM;2024-01-20;2024;N;N;De 6h à 10h;87
PIERREFITTE-STAINS;87271163;DIM;2021-11-21;2021;T11;T11;De 6h à 10h;310
PIERRELAYE;87276097;DIM;2025-09-02;2025;C;C;Après 20h;26
VIROFLAY-RIVE-DROITE;87382887;JOB;2024-01-16;2024;L;L2;De 16h à 20h;1303
GRAND-BOURG;87681353;DIM;2024-03-03;2024;D;D;De 10h à 16h;90
PLAISIR-GRIGNON;87393421;JOB;2024-01-16;2024;N;N;De 10h à 16h;1408
GRIGNY-CENTRE;87681379;JOB;2024-05-03;2024;D;D;Avant 6h;735
PONT-CARDINET;87381111;DIM;2024-01-21;2024;L;L2;De 16h à 20h;416
GUERARD-LA-CELLE-SUR-MORIN;87116269;DIM;2023-11-19;2023;P;P;De 10h à 16h;29
PONTHIERRY-PRINGY;87682526;DIM;2024-03-03;2024;D;D;Après 20h;26
JOUY-EN-JOSAS;87393512;DIM;2025-09-02;2025;C;V;De 16h à 20h;110
PONTOISE;87276139;JOB;2025-06-02;2025;C;C;De 16h à 20h;507
JOUY-EN-JOSAS;87393512;SAM;2025-08-02;2025;C;V;Avant 6h;3
PORTE-DE-CLICHY;87111278;SAM;2025-08-02;2025;C;C;Avant 6h;14
PRESLES-COURCELLES;87276501;DIM;2024-01-21;2024;H;H;De 6h à 10h;32
JUVISY;87545244;SAM;2025-08-02;2025;C;C;Avant 6h;455
ROISSY-EN-BRIE;87116038;SAM;2022-03-19;2022;E;E;De 6h à 10h;460
L'ABBAYE;87113886;SAM;2021-09-18;2021;T4;T4;De 10h à 16h;343
SAINT-CYR;87393223;DIM;2024-01-21;2024;N;N;Avant 6h;2
LA-DEFENSE;87382218;DIM;2024-01-21;2024;L;L2;De 10h à 16h;4464
SAINT-LEU-LA-FORET;87276600;JOB;2024-01-16;2024;H;H;De 6h à 10h;1985
LA-DEFENSE;87382218;JOB;2024-01-16;2024;L;L2;De 10h à 16h;7354
SAINT-MARTIN-D'ETAMPES;87545350;JOB;2025-06-02;2025;C;C;De 16h à 20h;140
LA-FERTE-ALAIS;87681452;SAM;2024-02-03;2024;D;D;De 16h à 20h;59
LA-FERTE-MILON;87116673;DIM;2023-09-17;2023;P;P;De 10h à 16h;24
LA-FERTE-MILON;87116673;SAM;2023-09-16;2023;P;P;De 10h à 16h;26
LA-FRETTE-MONTIGNY;87381871;DIM;2024-01-21;2024;J;J6;De 10h à 16h;357
LA-GARENNE-COLOMBES;87386003;DIM;2024-01-21;2024;L;L3;De 10h à 16h;1347
LA-GRANDE-PAROISSE;87682476;JOB;2024-01-16;2024;R;R;De 6h à 10h;66
LA-NORVILLE-SAINT-GERMAIN-LES-ARPAJON;87545459;DIM;2025-09-02;2025;C;C;De 6h à 10h;59
LA-VERRIERE;87393256;SAM;2024-04-27;2024;U;U;De 10h à 16h;786
LAGNY-THORIGNY;87116319;JOB;2023-11-14;2023;P;P;De 6h à 10h;3015
SAINT-OUEN-L'AUMONE-LIESSE;87337980;DIM;2025-09-02;2025;C;C;De 16h à 20h;76
SAINT-OUEN-L'AUMONE-LIESSE;87337980;JOB;2024-01-16;2024;H;H;De 16h à 20h;847
EPINAY-SUR-SEINE;87271148;DIM;2021-11-21;2021;T11;T11;De 6h à 10h;348
SAINT-OUEN-L'AUMONE-LIESSE;87337980;JOB;2025-11-02;2025;C;C;De 10h à 16h;309
AEROPORT-CHARLES-DE-GAULLE-1-(TERMINAL-3);87271460;DIM;2019-03-17;2019;B;B;De 10h à 16h;3241
SAINT-OUEN-L'AUMONE-LIESSE;87337980;SAM;2025-08-02;2025;C;C;Avant 6h;3
FONTAINEBLEAU-AVON;87682211;SAM;2024-01-20;2024;R;R;De 6h à 10h;879
LE-CHENAY-GAGNY;87113522;DIM;2022-03-20;2022;E;E;De 6h à 10h;328
AEROPORT-CHARLES-DE-GAULLE-1-(TERMINAL-3);87271460;SAM;2019-03-23;2019;B;B;De 10h à 16h;4248
LE-CHENAY-GAGNY;87113522;SAM;2022-03-19;2022;E;E;De 6h à 10h;616
EPLUCHES;87276147;JOB;2024-01-16;2024;H;H;De 16h à 20h;58
LE-PERRAY;87393298;JOB;2024-01-16;2024;N;N;De 10h à 16h;239
FOURQUEUX-BEL-AIR;87733675;SAM;2023-10-14;2023;T13;T13;Après 20h;59
SAINTE-COLOMBE-SEPTVEILLES;87116178;JOB;2023-11-14;2023;P;P;Avant 6h;22
GISORS;87381244;SAM;2024-01-20;2024;J;J6;Après 20h;0
LES-BOULLEREAUX-CHAMPIGNY;87113779;SAM;2022-03-19;2022;E;E;De 6h à 10h;552
ERMONT-HALTE;87276584;JOB;2024-01-16;2024;H;H;De 16h à 20h;340
SANNOIS;87276188;SAM;2024-01-20;2024;J;J4;Avant 6h;63
GARGES-SARCELLES;87276196;JOB;2024-05-03;2024;D;D;De 16h à 20h;6865
LES-ESSARTS-LE-ROI;87393280;SAM;2024-01-20;2024;N;N;De 10h à 16h;262
AULNAY-SOUS-BOIS;87271411;SAM;2024-01-20;2024;K;K;Après 20h;44
LES-SAULES;87546226;SAM;2025-08-02;2025;C;C;De 10h à 16h;424
AULNAY-SOUS-BOIS;87271411;SAM;2024-01-20;2024;K;K;De 10h à 16h;171
SAVIGNY-LE-TEMPLE-NANDY;87682187;DIM;2024-03-03;2024;D;D;Avant 6h;83
AUVERS-SUR-OISE;87276543;JOB;2024-01-16;2024;H;H;De 6h à 10h;64
SAVIGNY-SUR-ORGE;87545236;JOB;2025-11-02;2025;C;C;De 10h à 16h;2297
AUVERS-SUR-OISE;87276543;SAM;2024-01-20;2024;H;H;De 16h à 20h;74
SAVIGNY-SUR-ORGE;87545236;JOB;2025-11-02;2025;C;C;De 6h à 10h;5811
FERME-NEUVE;87745851;JOB;2024-11-26;2024;T12;T12;De 10h à 16h;339
MASSY-PALAISEAU;87393579;SAM;2025-08-02;2025;C;V;De 10h à 16h;721
AVENUE-FOCH;87381038;DIM;2025-09-02;2025;C;C;De 10h à 16h;185
MEAUX;87116103;JOB;2023-11-14;2023;P;P;De 6h à 10h;6858
FREINVILLE-SEVRAN;87113894;SAM;2021-11-09;2021;T4;T4;Après 20h;136
LIZY-SUR-OURCQ;87116632;SAM;2023-09-16;2023;P;P;Après 20h;29
BALLANCOURT;87681437;DIM;2024-03-03;2024;D;D;De 16h à 20h;94
SEVRES-VILLE-D'AVRAY;87382341;SAM;2024-04-27;2024;U;U;Avant 6h;4
GARANCIERES-LA-QUEUE;87393439;SAM;2024-01-20;2024;N;N;De 6h à 10h;59
MELUN;87682005;DIM;2024-01-21;2024;R;R;De 16h à 20h;2700
GARGES-SARCELLES;87276196;JOB;2024-05-03;2024;D;D;Après 20h;1312
MENNECY;87681411;JOB;2024-02-04;2024;D;D;De 16h à 20h;375
GENNEVILLIERS;87271205;JOB;2025-06-02;2025;C;C;Avant 6h;27
MERY-SUR-OISE;87276667;JOB;2024-01-16;2024;H;H;De 6h à 10h;650
GOUSSAINVILLE;87276246;JOB;2024-05-03;2024;D;D;De 10h à 16h;2011
LOUVRES;87276253;SAM;2024-02-03;2024;D;D;De 10h à 16h;884
HERICY;87682435;JOB;2024-01-16;2024;R;R;Après 20h;3
MEULAN-HARDRICOURT;87381830;DIM;2024-01-21;2024;J;J6;Après 20h;52
HERICY;87682435;SAM;2024-01-20;2024;R;R;Après 20h;3
MAGENTA;87281873;SAM;2022-03-19;2022;E;E;Après 20h;5373
GRAND-BOURG;87681353;SAM;2024-02-03;2024;D;D;Avant 6h;7
MEULAN-HARDRICOURT;87381830;SAM;2024-01-20;2024;J;J6;De 10h à 16h;362
IGNY;87393561;DIM;2025-09-02;2025;C;V;De 16h à 20h;86
MAISSE;87681486;JOB;2024-02-04;2024;D;D;Après 20h;2
BELLOY-SAINT-MARTIN;87276550;JOB;2024-01-16;2024;H;H;Avant 6h;9
MAREUIL-SUR-OURCQ;87116665;SAM;2023-09-16;2023;P;P;Avant 6h;0
GRETZ-ARMAINVILLIERS;87116012;JOB;2022-03-22;2022;E;E;De 16h à 20h;238
MAREUIL-SUR-OURCQ;87116665;SAM;2023-09-16;2023;P;P;De 6h à 10h;17
BESSANCOURT;87276642;DIM;2024-01-21;2024;H;H;De 6h à 10h;104
MONTGEROULT-COURCELLES;87381160;SAM;2024-01-20;2024;J;J6;Après 20h;1
GROSLAY;87276360;SAM;2024-01-20;2024;H;H;De 6h à 10h;372
MAROLLES-EN-HUREPOIX;87545186;SAM;2025-08-02;2025;C;C;De 6h à 10h;174
BOIGNEVILLE;87684407;SAM;2024-02-03;2024;D;D;Avant 6h;0
MONTIGNY-SUR-LOING;87684100;SAM;2024-01-20;2024;R;R;Après 20h;17
L'ETANG-LES-SABLONS;87726109;JOB;2023-10-19;2023;T13;T13;De 16h à 20h;31
MASSY-EUROPE;87725465;SAM;2024-11-30;2024;T12;T12;De 6h à 10h;70
BOISSISE-LE-ROI;87682518;DIM;2024-03-03;2024;D;D;De 6h à 10h;8
NANTERRE-UNIVERSITE;87386318;DIM;2024-01-21;2024;L;L3;De 6h à 10h;271
HOUDAN;87393462;DIM;2024-01-21;2024;N;N;De 6h à 10h;68
MERY-SUR-OISE;87276667;DIM;2024-01-21;2024;H;H;De 10h à 16h;227
BONNIERES;87415893;JOB;2025-01-04;2025;J;J5;Après 20h;3
TRIEL-SUR-SEINE;87381806;SAM;2024-01-20;2024;J;J6;De 6h à 10h;143
IGNY;87393561;JOB;2025-06-02;2025;C;V;Avant 6h;12
NOGENT-L'ARTAUD-CHARLY;87116566;SAM;2023-09-16;2023;P;P;De 16h à 20h;104
LA-COURNEUVE-AUBERVILLIERS;87271304;DIM;2019-03-17;2019;B;B;De 10h à 16h;4699
MONTGEROULT-COURCELLES;87381160;JOB;2024-01-16;2024;J;J6;De 10h à 16h;6
BRETIGNY;87545194;SAM;2025-08-02;2025;C;C;De 10h à 16h;2176
MONTIGNY-SUR-LOING;87684100;JOB;2024-01-16;2024;R;R;De 6h à 10h;209
BRUYERES-SUR-OISE;87276451;JOB;2024-01-16;2024;H;H;De 6h à 10h;115
US;87381178;DIM;2024-01-21;2024;J;J6;Après 20h;2
BUNO-GIRONVILLE;87681510;DIM;2024-03-03;2024;D;D;De 6h à 10h;5
MORET-VENEUX-LES-SABLONS;87682278;JOB;2024-01-16;2024;R;R;Après 20h;55
ISSY;87393074;SAM;2025-08-02;2025;C;C;De 10h à 16h;1117
VAUX-SUR-SEINE;87381814;DIM;2024-01-21;2024;J;J6;Avant 6h;3
CERGY-LE-HAUT;87382655;JOB;2022-11-30;2022;A;A;De 16h à 20h;1028
MORMANT;87116087;DIM;2023-11-19;2023;P;P;Après 20h;17
ISSY-VAL-DE-SEINE;87393306;DIM;2025-09-02;2025;C;C;Après 20h;139
VERNOUILLET-VERNEUIL;87386656;JOB;2025-01-04;2025;J;J5;De 16h à 20h;657
CERNAY;87276063;JOB;2025-06-02;2025;C;C;Avant 6h;24
NANTEUIL-SAACY;87116558;SAM;2023-09-16;2023;P;P;De 6h à 10h;146
JOUY-EN-JOSAS;87393512;SAM;2025-08-02;2025;C;V;De 6h à 10h;135
VERSAILLES-CHANTIERS;87393009;SAM;2025-08-02;2025;C;C;Après 20h;187
CESSON;87682161;SAM;2024-02-03;2024;D;D;Avant 6h;39
VERSAILLES-CHATEAU-RIVE-GAUCHE;87393157;SAM;2025-08-02;2025;C;C;Avant 6h;29
LE-CHENAY-GAGNY;87113522;SAM;2022-03-19;2022;E;E;De 10h à 16h;1168
NOISY-LE-SEC;87113217;DIM;2022-03-20;2022;E;E;De 16h à 20h;3870
CHAMPAGNE-SUR-SEINE;87682450;DIM;2024-01-21;2024;R;R;De 16h à 20h;71
VIGNEUX-SUR-SEINE;87681304;DIM;2024-03-03;2024;D;D;Après 20h;354
LE-MEE;87682179;DIM;2024-03-03;2024;D;D;Après 20h;165
ORGERUS-BEHOUST;87393447;SAM;2024-01-20;2024;N;N;De 10h à 16h;107
LE-PLESSIS-CHENET;87681627;DIM;2024-03-03;2024;D;D;De 16h à 20h;1
VILLENNES-SUR-SEINE;87386649;DIM;2021-05-12;2021;J;J5;De 10h à 16h;205
LE-RAINCY-VILLEMOMBLE-MONTFERMEIL;87113472;DIM;2022-03-20;2022;E;E;De 6h à 10h;520
NEUILLY-PORTE-MAILLOT;87381020;SAM;2025-08-02;2025;C;C;De 16h à 20h;1690
LEON-BLUM;87704262;DIM;2021-12-09;2021;T4;T4;De 6h à 10h;76
VILLEPARISIS-MITRY-LE-NEUF;87271510;DIM;2019-03-17;2019;B;B;De 6h à 10h;519
LA-COURNEUVE-AUBERVILLIERS;87271304;SAM;2019-03-16;2019;B;B;De 6h à 10h;4761
ORGERUS-BEHOUST;87393447;SAM;2024-01-20;2024;N;N;De 6h à 10h;42
LA-DEFENSE;87382218;SAM;2024-01-20;2024;L;L2;Avant 6h;33
NOINTEL-MOURS;87276758;SAM;2024-01-20;2024;H;H;Après 20h;19
LA-FERTE-MILON;87116673;DIM;2023-09-17;2023;P;P;Après 20h;4
PARIS-EST;87113001;DIM;2023-11-19;2023;P;P;Avant 6h;44
VIARMES;87276568;JOB;2024-01-16;2024;H;H;De 6h à 10h;282
ORMOY-VILLERS;87271585;JOB;2024-01-16;2024;K;K;De 6h à 10h;36
VILLENEUVE-LE-ROI;87545277;DIM;2025-09-02;2025;C;C;De 10h à 16h;545
PARIS-GARE-DE-LYON;87686030;JOB;2024-05-03;2024;D;D;De 16h à 20h;47213
VILLENEUVE-LE-ROI;87545277;SAM;2025-08-02;2025;C;C;Après 20h;100
OSNY;87381145;JOB;2024-01-16;2024;J;J6;De 16h à 20h;155
MERY-SUR-OISE;87276667;JOB;2024-01-16;2024;H;H;Avant 6h;54
VILLEPINTE;87271452;SAM;2019-03-16;2019;B;B;De 10h à 16h;1114
VILLENEUVE-TRIAGE;87681809;JOB;2024-05-03;2024;D;D;Avant 6h;165
PARIS-GARE-DE-LYON;87686030;JOB;2024-01-16;2024;R;R;De 10h à 16h;6272
CRECY-LA-CHAPELLE;87116772;SAM;2023-09-16;2023;P;P;Avant 6h;4
